Type,ID,Name,CPUUsage,MemUsage,Label
process,2175,colord,0.00,0.10,0
process,2244,gdm-session-wor,0.00,0.10,0
process,2254,gnome-keyring-d,0.00,0.10,0
process,2283,gnome-session-b,0.00,0.20,0
process,2292,dbus-launch,0.00,0.00,0
process,2293,dbus-daemon,0.00,0.00,0
process,2324,imsettings-daem,0.00,0.10,0
process,2328,gvfsd,0.00,0.10,0
process,2333,gvfsd-fuse,0.00,0.00,0
process,2415,ssh-agent,0.00,0.00,0
process,2433,at-spi-bus-laun,0.00,0.00,0
process,2438,dbus-daemon,0.00,0.00,0
process,2442,at-spi2-registr,0.00,0.10,0
process,2471,gnome-shell,1.70,8.90,0
process,2485,pulseaudio,0.00,0.20,0
process,2505,krfcommd,0.00,0.00,0
process,2510,ibus-daemon,0.00,0.10,0
process,2514,ibus-dconf,0.00,0.10,0
process,2517,ibus-x11,0.00,0.30,0
process,2520,ibus-portal,0.00,0.00,0
process,2531,xdg-permission-,0.00,0.00,0
process,2535,gnome-shell-cal,0.00,0.30,0
process,2541,evolution-sourc,0.00,0.40,0
process,2547,goa-daemon,0.00,0.70,0
process,2548,geoclue,0.00,0.30,0
process,2556,dconf-service,0.00,0.00,0
process,2567,mission-control,0.00,0.20,0
process,2569,gvfs-udisks2-vo,0.00,0.10,0
process,2580,goa-identity-se,0.00,0.20,0
process,2590,gvfs-gphoto2-vo,0.00,0.10,0
process,2595,gvfs-mtp-volume,0.00,0.10,0
process,2600,gvfs-afc-volume,0.00,0.10,0
process,2607,gvfs-goa-volume,0.00,0.00,0
process,2644,gsd-power,0.00,0.40,0
process,2645,gsd-print-notif,0.00,0.10,0
process,2648,gsd-rfkill,0.00,0.00,0
process,2651,gsd-screensaver,0.00,0.10,0
process,2655,gsd-sharing,0.00,0.10,0
process,2667,gsd-sound,0.00,0.10,0
process,2668,gsd-xsettings,0.00,0.30,0
process,2671,gsd-wacom,0.00,0.30,0
process,2674,gsd-smartcard,0.00,0.10,0
process,2677,gsd-account,0.00,0.00,0
process,2690,gsd-a11y-settin,0.00,0.00,0
process,2693,gsd-clipboard,0.00,0.30,0
process,2696,gsd-color,0.00,0.40,0
process,2698,gsd-datetime,0.00,0.20,0
process,2699,gsd-housekeepin,0.00,0.10,0
process,2703,gsd-keyboard,0.00,0.30,0
process,2708,gsd-media-keys,0.00,0.40,0
process,2711,gsd-mouse,0.00,0.00,0
process,2728,gsd-printer,0.00,0.20,0
process,2761,nautilus-deskto,0.00,0.70,0
process,2763,evolution-calen,0.00,0.40,0
process,2782,gvfsd-trash,0.00,0.10,0
process,2792,evolution-calen,0.00,0.40,0
process,2811,evolution-addre,0.00,0.40,0
process,2812,vmtoolsd,0.10,0.60,0
process,2813,gsd-disk-utilit,0.00,0.00,0
process,2821,seapplet,0.00,0.20,0
process,2828,abrt-applet,0.00,0.40,0
process,2832,gnome-software,0.00,2.30,0
process,2841,evolution-addre,0.00,0.50,0
process,2843,tracker-extract,0.00,0.30,0
process,2854,tracker-miner-a,0.00,0.30,0
process,2860,tracker-miner-f,0.00,0.30,0
process,2863,ibus-engine-sim,0.00,0.00,0
process,2869,tracker-miner-u,0.00,0.20,0
process,2899,tracker-store,0.00,0.30,0
process,2912,nautilus,0.10,1.30,0
process,3013,gvfsd-burn,0.00,0.10,0
process,3026,fwupd,0.00,0.30,0
process,3356,gvfsd-recent,0.00,0.10,0
process,4543,gvfsd-metadata,0.00,0.00,0
process,4962,gvfsd-network,0.00,0.10,0
process,4969,gvfsd-dnssd,0.00,0.10,0
process,5034,gnome-terminal-,0.10,0.80,0
process,5040,gnome-pty-helpe,0.00,0.00,0
process,5041,bash,0.00,0.00,0
process,6497,sudo,0.00,0.10,0
process,6499,agentbak,0.00,0.10,0
process,9725,pickup,0.00,0.10,0
process,10461,kworker/1:1,0.00,0.00,0
process,11006,kworker/u256:1,0.00,0.00,0
process,11164,dhclient,0.00,0.10,0
process,11168,dhclient,0.00,0.10,0
process,11824,kworker/0:1,0.00,0.00,0
process,12136,kworker/u256:0,0.00,0.00,0
process,12278,kworker/2:0,0.00,0.00,0
process,12436,kworker/0:0,0.00,0.00,0
process,12516,kworker/2:1,0.00,0.00,0
process,12644,kworker/3:1,0.00,0.00,0
process,12779,kworker/0:2,0.10,0.00,0
process,12839,bash,0.10,0.00,0
process,13024,containerd,1.40,0.80,0
process,13036,dockerd,0.80,1.60,0
process,13365,docker-proxy,0.00,0.10,0
process,13372,docker-proxy,0.00,0.10,0
process,13389,containerd-shim,0.10,0.20,0
process,13410,mysqld,4.90,9.80,0
process,13551,bash,0.00,0.00,0
process,13740,gedit,1.10,0.80,0
process,13925,kworker/2:2,0.00,0.00,0
process,13971,sudo,0.00,0.10,0
process,13972,fprintd,0.00,0.00,0
process,13985,cpu,0.10,0.10,0
process,14029,sleep,0.00,0.00,0
process,14044,ps,0.00,0.00,0
container,8000,mysql8.0,0.41,371.40,1
process,1,systemd,0.00,0.10,0
process,2,kthreadd,0.00,0.00,0
process,4,kworker/0:0H,0.00,0.00,0
process,6,ksoftirqd/0,0.00,0.00,0
process,7,migration/0,0.00,0.00,0
process,8,rcu_bh,0.00,0.00,0
process,9,rcu_sched,0.10,0.00,0
process,10,lru-add-drain,0.00,0.00,0
process,11,watchdog/0,0.00,0.00,0
process,12,watchdog/1,0.00,0.00,0
process,13,migration/1,0.00,0.00,0
process,14,ksoftirqd/1,0.00,0.00,0
process,16,kworker/1:0H,0.00,0.00,0
process,17,watchdog/2,0.00,0.00,0
process,18,migration/2,0.00,0.00,0
process,19,ksoftirqd/2,0.00,0.00,0
process,21,kworker/2:0H,0.00,0.00,0
process,22,watchdog/3,0.00,0.00,0
process,23,migration/3,0.00,0.00,0
process,24,ksoftirqd/3,0.00,0.00,0
process,26,kworker/3:0H,0.00,0.00,0
process,28,kdevtmpfs,0.00,0.00,0
process,29,netns,0.00,0.00,0
process,30,khungtaskd,0.00,0.00,0
process,31,writeback,0.00,0.00,0
process,32,kintegrityd,0.00,0.00,0
process,33,bioset,0.00,0.00,0
process,34,bioset,0.00,0.00,0
process,35,bioset,0.00,0.00,0
process,36,kblockd,0.00,0.00,0
process,37,md,0.00,0.00,0
process,38,edac-poller,0.00,0.00,0
process,39,watchdogd,0.00,0.00,0
process,46,kswapd0,0.00,0.00,0
process,47,ksmd,0.00,0.00,0
process,48,khugepaged,0.00,0.00,0
process,49,crypto,0.00,0.00,0
process,57,kthrotld,0.00,0.00,0
process,59,kmpath_rdacd,0.00,0.00,0
process,60,kaluad,0.00,0.00,0
process,62,kpsmoused,0.00,0.00,0
process,64,ipv6_addrconf,0.00,0.00,0
process,78,deferwq,0.00,0.00,0
process,148,kauditd,0.00,0.00,0
process,306,ata_sff,0.00,0.00,0
process,308,mpt_poll_0,0.00,0.00,0
process,309,mpt/0,0.00,0.00,0
process,310,nfit,0.00,0.00,0
process,315,scsi_eh_0,0.00,0.00,0
process,316,scsi_tmf_0,0.00,0.00,0
process,317,scsi_eh_1,0.00,0.00,0
process,319,scsi_tmf_1,0.00,0.00,0
process,320,scsi_eh_2,0.00,0.00,0
process,321,scsi_tmf_2,0.00,0.00,0
process,324,irq/16-vmwgfx,0.00,0.00,0
process,325,ttm_swap,0.00,0.00,0
process,401,kdmflush,0.00,0.00,0
process,402,bioset,0.00,0.00,0
process,413,kdmflush,0.00,0.00,0
process,414,bioset,0.00,0.00,0
process,427,bioset,0.00,0.00,0
process,428,xfsalloc,0.00,0.00,0
process,429,xfs_mru_cache,0.00,0.00,0
process,430,xfs-buf/dm-0,0.00,0.00,0
process,431,xfs-data/dm-0,0.00,0.00,0
process,432,xfs-conv/dm-0,0.00,0.00,0
process,433,xfs-cil/dm-0,0.00,0.00,0
process,434,xfs-reclaim/dm-,0.00,0.00,0
process,435,xfs-log/dm-0,0.00,0.00,0
process,436,xfs-eofblocks/d,0.00,0.00,0
process,437,xfsaild/dm-0,0.10,0.00,0
process,438,kworker/0:1H,0.00,0.00,0
process,523,systemd-journal,0.00,0.10,0
process,552,lvmetad,0.00,0.10,0
process,565,systemd-udevd,0.00,0.10,0
process,583,kworker/2:1H,0.00,0.00,0
process,598,kworker/3:2,0.00,0.00,0
process,607,kworker/u257:0,0.00,0.00,0
process,608,hci0,0.00,0.00,0
process,609,hci0,0.00,0.00,0
process,610,kworker/u257:1,0.00,0.00,0
process,629,xfs-buf/sda1,0.00,0.00,0
process,640,xfs-data/sda1,0.00,0.00,0
process,641,xfs-conv/sda1,0.00,0.00,0
process,642,xfs-cil/sda1,0.00,0.00,0
process,643,xfs-reclaim/sda,0.00,0.00,0
process,644,xfs-log/sda1,0.00,0.00,0
process,647,xfs-eofblocks/s,0.00,0.00,0
process,650,xfsaild/sda1,0.00,0.00,0
process,722,auditd,0.00,0.00,0
process,724,audispd,0.00,0.00,0
process,726,rpciod,0.00,0.00,0
process,727,xprtiod,0.00,0.00,0
process,728,sedispatch,0.00,0.00,0
process,750,ModemManager,0.00,0.10,0
process,751,accounts-daemon,0.00,0.10,0
process,752,rtkit-daemon,0.00,0.00,0
process,753,udisksd,0.00,0.10,0
process,754,polkitd,0.00,0.40,0
process,756,bluetoothd,0.00,0.00,0
process,757,rpcbind,0.00,0.00,0
process,758,systemd-logind,0.00,0.00,0
process,760,dbus-daemon,0.00,0.10,0
process,777,avahi-daemon,0.00,0.00,0
process,779,alsactl,0.00,0.00,0
process,784,avahi-daemon,0.00,0.00,0
process,786,irqbalance,0.00,0.00,0
process,788,abrtd,0.00,0.10,0
process,792,abrt-watch-log,0.00,0.10,0
process,795,abrt-watch-log,0.00,0.10,0
process,797,daemon,0.00,0.20,0
process,801,smartd,0.00,0.00,0
process,803,VGAuthService,0.00,0.10,0
process,806,vmtoolsd,0.10,0.10,0
process,811,rngd,0.00,0.00,0
process,815,lsmd,0.00,0.00,0
process,824,gssproxy,0.00,0.00,0
process,827,chronyd,0.00,0.00,0
process,857,mcelog,0.00,0.00,0
process,861,firewalld,0.00,0.70,0
process,882,ksmtuned,0.00,0.00,0
process,945,NetworkManager,0.00,0.30,0
process,1072,kworker/3:1H,0.00,0.00,0
process,1297,sshd,0.00,0.10,0
process,1300,rsyslogd,0.00,0.10,0
process,1301,cupsd,0.00,0.10,0
process,1302,tuned,0.00,0.40,0
process,1315,libvirtd,0.00,0.40,0
process,1319,crond,0.00,0.00,0
process,1321,atd,0.00,0.00,0
process,1324,gdm,0.00,0.10,0
process,1547,master,0.00,0.00,0
process,1551,qmgr,0.00,0.10,0
process,1562,kworker/1:3,0.00,0.00,0
process,1746,dnsmasq,0.00,0.00,0
process,1747,dnsmasq,0.00,0.00,0
process,1895,X,1.00,5.60,0
process,2008,upowerd,0.00,0.10,0
process,2077,kworker/1:1H,0.00,0.00,0
process,2081,boltd,0.00,0.10,0
process,2089,wpa_supplicant,0.00,0.00,0
process,2091,packagekitd,0.00,0.20,0
process,2175,colord,0.00,0.10,0
process,2244,gdm-session-wor,0.00,0.10,0
process,2254,gnome-keyring-d,0.00,0.10,0
process,2283,gnome-session-b,0.00,0.20,0
process,2292,dbus-launch,0.00,0.00,0
process,2293,dbus-daemon,0.00,0.00,0
process,2324,imsettings-daem,0.00,0.10,0
process,2328,gvfsd,0.00,0.10,0
process,2333,gvfsd-fuse,0.00,0.00,0
process,2415,ssh-agent,0.00,0.00,0
process,2433,at-spi-bus-laun,0.00,0.00,0
process,2438,dbus-daemon,0.00,0.00,0
process,2442,at-spi2-registr,0.00,0.10,0
process,2471,gnome-shell,1.70,8.90,0
process,2485,pulseaudio,0.00,0.20,0
process,2505,krfcommd,0.00,0.00,0
process,2510,ibus-daemon,0.00,0.10,0
process,2514,ibus-dconf,0.00,0.10,0
process,2517,ibus-x11,0.00,0.30,0
process,2520,ibus-portal,0.00,0.00,0
process,2531,xdg-permission-,0.00,0.00,0
process,2535,gnome-shell-cal,0.00,0.30,0
process,2541,evolution-sourc,0.00,0.40,0
process,2547,goa-daemon,0.00,0.70,0
process,2548,geoclue,0.00,0.30,0
process,2556,dconf-service,0.00,0.00,0
process,2567,mission-control,0.00,0.20,0
process,2569,gvfs-udisks2-vo,0.00,0.10,0
process,2580,goa-identity-se,0.00,0.20,0
process,2590,gvfs-gphoto2-vo,0.00,0.10,0
process,2595,gvfs-mtp-volume,0.00,0.10,0
process,2600,gvfs-afc-volume,0.00,0.10,0
process,2607,gvfs-goa-volume,0.00,0.00,0
process,2644,gsd-power,0.00,0.40,0
process,2645,gsd-print-notif,0.00,0.10,0
process,2648,gsd-rfkill,0.00,0.00,0
process,2651,gsd-screensaver,0.00,0.10,0
process,2655,gsd-sharing,0.00,0.10,0
process,2667,gsd-sound,0.00,0.10,0
process,2668,gsd-xsettings,0.00,0.30,0
process,2671,gsd-wacom,0.00,0.30,0
process,2674,gsd-smartcard,0.00,0.10,0
process,2677,gsd-account,0.00,0.00,0
process,2690,gsd-a11y-settin,0.00,0.00,0
process,2693,gsd-clipboard,0.00,0.30,0
process,2696,gsd-color,0.00,0.40,0
process,2698,gsd-datetime,0.00,0.20,0
process,2699,gsd-housekeepin,0.00,0.10,0
process,2703,gsd-keyboard,0.00,0.30,0
process,2708,gsd-media-keys,0.00,0.40,0
process,2711,gsd-mouse,0.00,0.00,0
process,2728,gsd-printer,0.00,0.20,0
process,2761,nautilus-deskto,0.00,0.70,0
process,2763,evolution-calen,0.00,0.40,0
process,2782,gvfsd-trash,0.00,0.10,0
process,2792,evolution-calen,0.00,0.40,0
process,2811,evolution-addre,0.00,0.40,0
process,2812,vmtoolsd,0.10,0.60,0
process,2813,gsd-disk-utilit,0.00,0.00,0
process,2821,seapplet,0.00,0.20,0
process,2828,abrt-applet,0.00,0.40,0
process,2832,gnome-software,0.00,2.30,0
process,2841,evolution-addre,0.00,0.50,0
process,2843,tracker-extract,0.00,0.30,0
process,2854,tracker-miner-a,0.00,0.30,0
process,2860,tracker-miner-f,0.00,0.30,0
process,2863,ibus-engine-sim,0.00,0.00,0
process,2869,tracker-miner-u,0.00,0.20,0
process,2899,tracker-store,0.00,0.30,0
process,2912,nautilus,0.10,1.30,0
process,3013,gvfsd-burn,0.00,0.10,0
process,3026,fwupd,0.00,0.30,0
process,3356,gvfsd-recent,0.00,0.10,0
process,4543,gvfsd-metadata,0.00,0.00,0
process,4962,gvfsd-network,0.00,0.10,0
process,4969,gvfsd-dnssd,0.00,0.10,0
process,5034,gnome-terminal-,0.10,0.80,0
process,5040,gnome-pty-helpe,0.00,0.00,0
process,5041,bash,0.00,0.00,0
process,6497,sudo,0.00,0.10,0
process,6499,agentbak,0.00,0.10,0
process,9725,pickup,0.00,0.10,0
process,10461,kworker/1:1,0.00,0.00,0
process,11006,kworker/u256:1,0.00,0.00,0
process,11164,dhclient,0.00,0.10,0
process,11168,dhclient,0.00,0.10,0
process,11824,kworker/0:1,0.00,0.00,0
process,12136,kworker/u256:0,0.00,0.00,0
process,12278,kworker/2:0,0.00,0.00,0
process,12436,kworker/0:0,0.00,0.00,0
process,12516,kworker/2:1,0.00,0.00,0
process,12644,kworker/3:1,0.00,0.00,0
process,12779,kworker/0:2,0.10,0.00,0
process,12839,bash,0.10,0.00,0
process,13024,containerd,1.40,0.80,0
process,13036,dockerd,0.80,1.60,0
process,13365,docker-proxy,0.00,0.10,0
process,13372,docker-proxy,0.00,0.10,0
process,13389,containerd-shim,0.10,0.20,0
process,13410,mysqld,4.80,9.80,0
process,13551,bash,0.00,0.00,0
process,13740,gedit,1.00,0.80,0
process,13925,kworker/2:2,0.20,0.00,0
process,13971,sudo,0.00,0.10,0
process,13985,cpu,0.10,0.10,0
process,14029,sleep,0.00,0.00,0
process,14079,ps,0.00,0.00,0
container,8000,mysql8.0,5.13,371.40,1
process,1,systemd,0.00,0.10,0
process,2,kthreadd,0.00,0.00,0
process,4,kworker/0:0H,0.00,0.00,0
process,6,ksoftirqd/0,0.00,0.00,0
process,7,migration/0,0.00,0.00,0
process,8,rcu_bh,0.00,0.00,0
process,9,rcu_sched,0.10,0.00,0
process,10,lru-add-drain,0.00,0.00,0
process,11,watchdog/0,0.00,0.00,0
process,12,watchdog/1,0.00,0.00,0
process,13,migration/1,0.00,0.00,0
process,14,ksoftirqd/1,0.00,0.00,0
process,16,kworker/1:0H,0.00,0.00,0
process,17,watchdog/2,0.00,0.00,0
process,18,migration/2,0.00,0.00,0
process,19,ksoftirqd/2,0.00,0.00,0
process,21,kworker/2:0H,0.00,0.00,0
process,22,watchdog/3,0.00,0.00,0
process,23,migration/3,0.00,0.00,0
process,24,ksoftirqd/3,0.00,0.00,0
process,26,kworker/3:0H,0.00,0.00,0
process,28,kdevtmpfs,0.00,0.00,0
process,29,netns,0.00,0.00,0
process,30,khungtaskd,0.00,0.00,0
process,31,writeback,0.00,0.00,0
process,32,kintegrityd,0.00,0.00,0
process,33,bioset,0.00,0.00,0
process,34,bioset,0.00,0.00,0
process,35,bioset,0.00,0.00,0
process,36,kblockd,0.00,0.00,0
process,37,md,0.00,0.00,0
process,38,edac-poller,0.00,0.00,0
process,39,watchdogd,0.00,0.00,0
process,46,kswapd0,0.00,0.00,0
process,47,ksmd,0.00,0.00,0
process,48,khugepaged,0.00,0.00,0
process,49,crypto,0.00,0.00,0
process,57,kthrotld,0.00,0.00,0
process,59,kmpath_rdacd,0.00,0.00,0
process,60,kaluad,0.00,0.00,0
process,62,kpsmoused,0.00,0.00,0
process,64,ipv6_addrconf,0.00,0.00,0
process,78,deferwq,0.00,0.00,0
process,148,kauditd,0.00,0.00,0
process,306,ata_sff,0.00,0.00,0
process,308,mpt_poll_0,0.00,0.00,0
process,309,mpt/0,0.00,0.00,0
process,310,nfit,0.00,0.00,0
process,315,scsi_eh_0,0.00,0.00,0
process,316,scsi_tmf_0,0.00,0.00,0
process,317,scsi_eh_1,0.00,0.00,0
process,319,scsi_tmf_1,0.00,0.00,0
process,320,scsi_eh_2,0.00,0.00,0
process,321,scsi_tmf_2,0.00,0.00,0
process,324,irq/16-vmwgfx,0.00,0.00,0
process,325,ttm_swap,0.00,0.00,0
process,401,kdmflush,0.00,0.00,0
process,402,bioset,0.00,0.00,0
process,413,kdmflush,0.00,0.00,0
process,414,bioset,0.00,0.00,0
process,427,bioset,0.00,0.00,0
process,428,xfsalloc,0.00,0.00,0
process,429,xfs_mru_cache,0.00,0.00,0
process,430,xfs-buf/dm-0,0.00,0.00,0
process,431,xfs-data/dm-0,0.00,0.00,0
process,432,xfs-conv/dm-0,0.00,0.00,0
process,433,xfs-cil/dm-0,0.00,0.00,0
process,434,xfs-reclaim/dm-,0.00,0.00,0
process,435,xfs-log/dm-0,0.00,0.00,0
process,436,xfs-eofblocks/d,0.00,0.00,0
process,437,xfsaild/dm-0,0.10,0.00,0
process,438,kworker/0:1H,0.00,0.00,0
process,523,systemd-journal,0.00,0.10,0
process,552,lvmetad,0.00,0.10,0
process,565,systemd-udevd,0.00,0.10,0
process,583,kworker/2:1H,0.00,0.00,0
process,598,kworker/3:2,0.00,0.00,0
process,607,kworker/u257:0,0.00,0.00,0
process,608,hci0,0.00,0.00,0
process,609,hci0,0.00,0.00,0
process,610,kworker/u257:1,0.00,0.00,0
process,629,xfs-buf/sda1,0.00,0.00,0
process,640,xfs-data/sda1,0.00,0.00,0
process,641,xfs-conv/sda1,0.00,0.00,0
process,642,xfs-cil/sda1,0.00,0.00,0
process,643,xfs-reclaim/sda,0.00,0.00,0
process,644,xfs-log/sda1,0.00,0.00,0
process,647,xfs-eofblocks/s,0.00,0.00,0
process,650,xfsaild/sda1,0.00,0.00,0
process,722,auditd,0.00,0.00,0
process,724,audispd,0.00,0.00,0
process,726,rpciod,0.00,0.00,0
process,727,xprtiod,0.00,0.00,0
process,728,sedispatch,0.00,0.00,0
process,750,ModemManager,0.00,0.10,0
process,751,accounts-daemon,0.00,0.10,0
process,752,rtkit-daemon,0.00,0.00,0
process,753,udisksd,0.00,0.10,0
process,754,polkitd,0.00,0.40,0
process,756,bluetoothd,0.00,0.00,0
process,757,rpcbind,0.00,0.00,0
process,758,systemd-logind,0.00,0.00,0
process,760,dbus-daemon,0.00,0.10,0
process,777,avahi-daemon,0.00,0.00,0
process,779,alsactl,0.00,0.00,0
process,784,avahi-daemon,0.00,0.00,0
process,786,irqbalance,0.00,0.00,0
process,788,abrtd,0.00,0.10,0
process,792,abrt-watch-log,0.00,0.10,0
process,795,abrt-watch-log,0.00,0.10,0
process,797,daemon,0.00,0.20,0
process,801,smartd,0.00,0.00,0
process,803,VGAuthService,0.00,0.10,0
process,806,vmtoolsd,0.10,0.10,0
process,811,rngd,0.00,0.00,0
process,815,lsmd,0.00,0.00,0
process,824,gssproxy,0.00,0.00,0
process,827,chronyd,0.00,0.00,0
process,857,mcelog,0.00,0.00,0
process,861,firewalld,0.00,0.70,0
process,882,ksmtuned,0.00,0.00,0
process,945,NetworkManager,0.00,0.30,0
process,1072,kworker/3:1H,0.00,0.00,0
process,1297,sshd,0.00,0.10,0
process,1300,rsyslogd,0.00,0.10,0
process,1301,cupsd,0.00,0.10,0
process,1302,tuned,0.00,0.40,0
process,1315,libvirtd,0.00,0.40,0
process,1319,crond,0.00,0.00,0
process,1321,atd,0.00,0.00,0
process,1324,gdm,0.00,0.10,0
process,1547,master,0.00,0.00,0
process,1551,qmgr,0.00,0.10,0
process,1562,kworker/1:3,0.00,0.00,0
process,1746,dnsmasq,0.00,0.00,0
process,1747,dnsmasq,0.00,0.00,0
process,1895,X,1.00,5.60,0
process,2008,upowerd,0.00,0.10,0
process,2077,kworker/1:1H,0.00,0.00,0
process,2081,boltd,0.00,0.10,0
process,2089,wpa_supplicant,0.00,0.00,0
process,2091,packagekitd,0.00,0.20,0
process,2175,colord,0.00,0.10,0
process,2244,gdm-session-wor,0.00,0.10,0
process,2254,gnome-keyring-d,0.00,0.10,0
process,2283,gnome-session-b,0.00,0.20,0
process,2292,dbus-launch,0.00,0.00,0
process,2293,dbus-daemon,0.00,0.00,0
process,2324,imsettings-daem,0.00,0.10,0
process,2328,gvfsd,0.00,0.10,0
process,2333,gvfsd-fuse,0.00,0.00,0
process,2415,ssh-agent,0.00,0.00,0
process,2433,at-spi-bus-laun,0.00,0.00,0
process,2438,dbus-daemon,0.00,0.00,0
process,2442,at-spi2-registr,0.00,0.10,0
process,2471,gnome-shell,1.60,8.90,0
process,2485,pulseaudio,0.00,0.20,0
process,2505,krfcommd,0.00,0.00,0
process,2510,ibus-daemon,0.00,0.10,0
process,2514,ibus-dconf,0.00,0.10,0
process,2517,ibus-x11,0.00,0.30,0
process,2520,ibus-portal,0.00,0.00,0
process,2531,xdg-permission-,0.00,0.00,0
process,2535,gnome-shell-cal,0.00,0.30,0
process,2541,evolution-sourc,0.00,0.40,0
process,2547,goa-daemon,0.00,0.70,0
process,2548,geoclue,0.00,0.30,0
process,2556,dconf-service,0.00,0.00,0
process,2567,mission-control,0.00,0.20,0
process,2569,gvfs-udisks2-vo,0.00,0.10,0
process,2580,goa-identity-se,0.00,0.20,0
process,2590,gvfs-gphoto2-vo,0.00,0.10,0
process,2595,gvfs-mtp-volume,0.00,0.10,0
process,2600,gvfs-afc-volume,0.00,0.10,0
process,2607,gvfs-goa-volume,0.00,0.00,0
process,2644,gsd-power,0.00,0.40,0
process,2645,gsd-print-notif,0.00,0.10,0
process,2648,gsd-rfkill,0.00,0.00,0
process,2651,gsd-screensaver,0.00,0.10,0
process,2655,gsd-sharing,0.00,0.10,0
process,2667,gsd-sound,0.00,0.10,0
process,2668,gsd-xsettings,0.00,0.30,0
process,2671,gsd-wacom,0.00,0.30,0
process,2674,gsd-smartcard,0.00,0.10,0
process,2677,gsd-account,0.00,0.00,0
process,2690,gsd-a11y-settin,0.00,0.00,0
process,2693,gsd-clipboard,0.00,0.30,0
process,2696,gsd-color,0.00,0.40,0
process,2698,gsd-datetime,0.00,0.20,0
process,2699,gsd-housekeepin,0.00,0.10,0
process,2703,gsd-keyboard,0.00,0.30,0
process,2708,gsd-media-keys,0.00,0.40,0
process,2711,gsd-mouse,0.00,0.00,0
process,2728,gsd-printer,0.00,0.20,0
process,2761,nautilus-deskto,0.00,0.70,0
process,2763,evolution-calen,0.00,0.40,0
process,2782,gvfsd-trash,0.00,0.10,0
process,2792,evolution-calen,0.00,0.40,0
process,2811,evolution-addre,0.00,0.40,0
process,2812,vmtoolsd,0.10,0.60,0
process,2813,gsd-disk-utilit,0.00,0.00,0
process,2821,seapplet,0.00,0.20,0
process,2828,abrt-applet,0.00,0.40,0
process,2832,gnome-software,0.00,2.30,0
process,2841,evolution-addre,0.00,0.50,0
process,2843,tracker-extract,0.00,0.30,0
process,2854,tracker-miner-a,0.00,0.30,0
process,2860,tracker-miner-f,0.00,0.30,0
process,2863,ibus-engine-sim,0.00,0.00,0
process,2869,tracker-miner-u,0.00,0.20,0
process,2899,tracker-store,0.00,0.30,0
process,2912,nautilus,0.10,1.30,0
process,3013,gvfsd-burn,0.00,0.10,0
process,3026,fwupd,0.00,0.30,0
process,3356,gvfsd-recent,0.00,0.10,0
process,4543,gvfsd-metadata,0.00,0.00,0
process,4962,gvfsd-network,0.00,0.10,0
process,4969,gvfsd-dnssd,0.00,0.10,0
process,5034,gnome-terminal-,0.10,0.80,0
process,5040,gnome-pty-helpe,0.00,0.00,0
process,5041,bash,0.00,0.00,0
process,6497,sudo,0.00,0.10,0
process,6499,agentbak,0.00,0.10,0
process,9725,pickup,0.00,0.10,0
process,10461,kworker/1:1,0.00,0.00,0
process,11006,kworker/u256:1,0.00,0.00,0
process,11164,dhclient,0.00,0.10,0
process,11168,dhclient,0.00,0.10,0
process,11824,kworker/0:1,0.00,0.00,0
process,12136,kworker/u256:0,0.00,0.00,0
process,12278,kworker/2:0,0.00,0.00,0
process,12436,kworker/0:0,0.00,0.00,0
process,12516,kworker/2:1,0.00,0.00,0
process,12644,kworker/3:1,0.00,0.00,0
process,12779,kworker/0:2,0.10,0.00,0
process,12839,bash,0.10,0.00,0
process,13024,containerd,1.40,0.80,0
process,13036,dockerd,0.80,1.60,0
process,13365,docker-proxy,0.00,0.10,0
process,13372,docker-proxy,0.00,0.10,0
process,13389,containerd-shim,0.10,0.20,0
process,13410,mysqld,4.80,9.80,0
process,13551,bash,0.00,0.00,0
process,13740,gedit,1.00,0.80,0
process,13925,kworker/2:2,0.20,0.00,0
process,13971,sudo,0.00,0.10,0
process,13985,cpu,0.10,0.10,0
process,14029,sleep,0.00,0.00,0
process,14094,ps,0.00,0.00,0
container,8000,mysql8.0,1.48,371.40,1
process,1,systemd,0.00,0.10,0
process,2,kthreadd,0.00,0.00,0
process,4,kworker/0:0H,0.00,0.00,0
process,6,ksoftirqd/0,0.00,0.00,0
process,7,migration/0,0.00,0.00,0
process,8,rcu_bh,0.00,0.00,0
process,9,rcu_sched,0.10,0.00,0
process,10,lru-add-drain,0.00,0.00,0
process,11,watchdog/0,0.00,0.00,0
process,12,watchdog/1,0.00,0.00,0
process,13,migration/1,0.00,0.00,0
process,14,ksoftirqd/1,0.00,0.00,0
process,16,kworker/1:0H,0.00,0.00,0
process,17,watchdog/2,0.00,0.00,0
process,18,migration/2,0.00,0.00,0
process,19,ksoftirqd/2,0.00,0.00,0
process,21,kworker/2:0H,0.00,0.00,0
process,22,watchdog/3,0.00,0.00,0
process,23,migration/3,0.00,0.00,0
process,24,ksoftirqd/3,0.00,0.00,0
process,26,kworker/3:0H,0.00,0.00,0
process,28,kdevtmpfs,0.00,0.00,0
process,29,netns,0.00,0.00,0
process,30,khungtaskd,0.00,0.00,0
process,31,writeback,0.00,0.00,0
process,32,kintegrityd,0.00,0.00,0
process,33,bioset,0.00,0.00,0
process,34,bioset,0.00,0.00,0
process,35,bioset,0.00,0.00,0
process,36,kblockd,0.00,0.00,0
process,37,md,0.00,0.00,0
